individual,sample,modbam_5mCG
HPRC_HG00097_1,blood,/data/Analysis/Lab_HEAL/syf/data/experiment/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00097_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
